post,sentiment
"El evento es más bien igual. No obstante, no me quejo pero tampoco lo recomendaría especialmente.",Neutral
"La velocidad se mantuvo común, si bien típico, ni más ni menos.",Neutral
"La velocidad lo calificaría como intermedio. Sin embargo, es lo que se ofrece habitualmente.",Neutral
"La tienda no pasó de sin novedad. Personalmente, es lo que hay.",Neutral
"El trato fue aceptable, si bien cumple lo básico.",Neutral
"El servicio es simplemente así así, y en realidad no es nada del otro mundo.",Neutral
"El juego fue así así, considerando todo, no me quejo pero tampoco lo recomendaría especialmente.",Neutral
La experiencia estaba regular.,Neutral
La experiencia se mantuvo igual.,Neutral
La reparación lo calificaría como correcto.,Neutral
"El dispositivo fue ni fu ni fa. En general, lo usual.",Neutral
"El restaurante lo encontré ni fu ni fa, considerando todo, tiene cosas buenas y malas.",Neutral
"El curso se puede considerar adecuado, si bien sin características especiales.",Neutral
"El tamaño se mantuvo masomenos. Por otra parte, como cabría esperar.",Neutral
"El mueble es apenas sin pena ni gloria, pero 50/50.",Neutral
"El evento me pareció suficiente. Personalmente, lo que se esperaría normalmente.",Neutral
"El envío lo calificaría como correcto. En general, ni lo mejor ni lo peor.",Neutral
La potencia está nada del otro mundo; cumple lo básico.,Neutral
"La velocidad se mantuvo sin novedad, aunque como cualquier otro.",Neutral
El viaje se puede considerar sin novedad.,Neutral
"La estancia fue algo ni bien ni mal, lo de siempre.",Neutral
El restaurante está nada del otro mundo. no me quejo pero tampoco lo recomendaría especialmente.,Neutral
El concierto es apenas promedio.,Neutral
La estancia es apenas común.,Neutral
La experiencia es simplemente ni bueno ni malo.,Neutral
La interfaz es simplemente ni para bien ni para mal.,Neutral
La velocidad es mediano.,Neutral
El televisor es simplemente como siempre; es lo que hay.,Neutral
"El rendimiento me pareció ni bien ni mal. Por otra parte, ni lo mejor ni lo peor.",Neutral
"La calidad es apenas adecuado, si bien dentro de lo esperado.",Neutral
"La velocidad es pasable, pero ni para tirar cohetes ni para quejarse.",Neutral
El curso fue algo adecuado.,Neutral
"La asistencia técnica resultó sin pena ni gloria. Sin embargo, nada especial que destacar.",Neutral
"La tienda es bastante moderado. Personalmente, es lo que hay.",Neutral
"La serie no pasó de ni bien ni mal. Personalmente, como cabría esperar.",Neutral
"La capacidad es del montón, y en realidad algunos aspectos mejores que otros.",Neutral
El evento resultó sin pena ni gloria.,Neutral
"El juego lo encontré mismo, sin características destacables.",Neutral
"El smartphone es apenas masomenos. Sin embargo, cumple su función.",Neutral
El centro comercial lo encontré ordinario.,Neutral
"La prenda está más o menos, si bien cumple pero sin destacar.",Neutral
"El trato estaba sin pena ni gloria, y en realidad podría ser mejor, podría ser peor.",Neutral
"El restaurante estaba masomenos, si bien 50/50.",Neutral
"La duración lo encontré suficiente. Por otra parte, sin características destacables.",Neutral
El programa es más bien normal.,Neutral
"El mueble es bastante estándar, como cualquier otro.",Neutral
El trato fue algo intermedio.,Neutral
"El viaje no pasó de igual, ni lo mejor ni lo peor.",Neutral
"El tamaño es bastante ordinario, pero no es nada del otro mundo.",Neutral
La velocidad estaba ni bueno ni malo. 50/50.,Neutral
La cafetería fue correcto.,Neutral
"La tienda está pasable. Por otra parte, sin sorpresas.",Neutral
"El aparato fue algo ni bien ni mal. En general, no es para emocionarse ni para evitarlo.",Neutral
"El viaje está ni bueno ni malo, aunque no es para tanto.",Neutral
"El bar fue ni para bien ni para mal, considerando todo, lo de siempre.",Neutral
La instalación estaba así así.,Neutral
"La entrega es apenas masomenos. No obstante, ni destaca ni decepciona.",Neutral
El concierto es más bien común.,Neutral
"El producto es bastante sin pena ni gloria, pero lo usual.",Neutral
La película no pasó de promedio.,Neutral
"El juego se mantuvo sin novedad. Por otra parte, ni lo mejor ni lo peor.",Neutral
"El libro es bastante promedio, y en realidad cumple pero sin destacar.",Neutral
La aplicación fue algo nada del otro mundo; tiene sus pros y contras por igual.,Neutral
"La serie fue algo como siempre, pero cumple lo básico.",Neutral
El establecimiento es apenas ni fu ni fa. se mantiene en la media.,Neutral
"El rendimiento lo calificaría como intermedio, y en realidad ni más ni menos.",Neutral
"El curso es simplemente tolerable. Personalmente, ni lo mejor ni lo peor.",Neutral
"La visita es apenas adecuado. Sin embargo, sin sorpresas.",Neutral
La entrega lo encontré normal.,Neutral
"La prenda me pareció moderado. típico, ni más ni menos.",Neutral
El mueble es más bien mismo.,Neutral
"La clase es más bien igual, y en realidad típico, ni más ni menos.",Neutral
El bar es más bien común. lo mismo de siempre.,Neutral
"La entrega es bastante normal, si bien cumple lo básico.",Neutral
El dispositivo es más bien básico.,Neutral
"La instalación lo encontré aceptable. En general, 50/50.",Neutral
"El viaje es más bien sin pena ni gloria. En general, 50/50.",Neutral
El mantenimiento fue algo sin pena ni gloria - ni lo mejor ni lo peor.,Neutral
"El juego estaba ni fu ni fa. Sin embargo, cumple pero sin destacar.",Neutral
"El concierto está aceptable, considerando todo, sin grandes virtudes ni defectos.",Neutral
El diseño lo encontré pasable.,Neutral
La cafetería lo encontré aceptable.,Neutral
El televisor se puede considerar pasable.,Neutral
El rendimiento se mantuvo normal; cumple su función.,Neutral
El rendimiento fue algo tolerable.,Neutral
"La computadora es bastante más o menos, no es para tanto.",Neutral
"El hotel se puede considerar pasable. típico, ni más ni menos.",Neutral
El soporte se puede considerar correcto. sin grandes virtudes ni defectos.,Neutral
La calidad fue algo sin novedad.,Neutral
La velocidad resultó nada del otro mundo.,Neutral
"El mantenimiento fue moderado. Sin embargo, no es nada del otro mundo.",Neutral
La experiencia no pasó de ni bueno ni malo - es lo que hay.,Neutral
"El envío me pareció común. En general, nada especial que destacar.",Neutral
"El videojuego es más bien pasable. No obstante, no es para tanto.",Neutral
"El restaurante se mantuvo suficiente. Por otra parte, ni más ni menos.",Neutral
"La conferencia lo calificaría como regular, si bien cumple pero sin destacar.",Neutral
El trato no pasó de ordinario. como cabría esperar.,Neutral
"El establecimiento fue ni fu ni fa. Personalmente, cumple lo básico.",Neutral
La visita estaba suficiente.,Neutral
"La calidad lo calificaría como mediano, lo usual.",Neutral
El televisor es bastante ni frío ni calor.,Neutral
El tamaño es simplemente más o menos - no es para tanto.,Neutral
"La conferencia se mantuvo correcto. Por otra parte, como cabría esperar.",Neutral
"La atención me pareció como siempre, pero cumple pero sin destacar.",Neutral
La serie es más bien como siempre.,Neutral
"El producto está mediano. No obstante, podría ser mejor, podría ser peor.",Neutral
"El hotel es simplemente pasable, y en realidad ni impresiona ni decepciona.",Neutral
La potencia me pareció ni bien ni mal - no es nada del otro mundo.,Neutral
"La reparación es simplemente igual. Personalmente, no es para tanto.",Neutral
"El electrodoméstico fue ni bueno ni malo, ni más ni menos.",Neutral
"El hotel lo calificaría como así así, si bien sin características especiales.",Neutral
"El curso se puede considerar mismo, ni impresiona ni decepciona.",Neutral
El local es masomenos.,Neutral
"La reparación no pasó de común, pero lo que se esperaría normalmente.",Neutral
"El juego me pareció igual, pero cumple su función.",Neutral
"La atención es más bien aceptable, y en realidad lo típico.",Neutral
"El mantenimiento se puede considerar ni para bien ni para mal. Por otra parte, sin destacar particularmente.",Neutral
"El programa fue algo adecuado, aunque cumple su función.",Neutral
"El electrodoméstico se mantuvo ordinario, si bien no es para tanto.",Neutral
La prenda lo calificaría como ni bueno ni malo; como la mayoría.,Neutral
"El envío es más bien moderado. No obstante, 50/50.",Neutral
"La reparación es bastante ni bueno ni malo. No obstante, sin destacar particularmente.",Neutral
"La sesión me pareció sin novedad. Sin embargo, no es nada del otro mundo.",Neutral
El mantenimiento resultó así así.,Neutral
El bar está correcto - como cualquier otro.,Neutral
El mueble se mantuvo pasable.,Neutral
"El envío lo encontré adecuado, pero justo en el medio.",Neutral
"La capacidad estaba masomenos. Sin embargo, sin características destacables.",Neutral
La potencia me pareció pasable. lo típico.,Neutral
La atención se mantuvo ni bueno ni malo.,Neutral
"El funcionamiento fue algo ni fu ni fa, pero no es nada del otro mundo.",Neutral
"El programa lo encontré normal. No obstante, dentro de lo esperado.",Neutral
"La tienda resultó ni fu ni fa, pero dentro de lo esperado.",Neutral
El videojuego es más bien más o menos - no es nada del otro mundo.,Neutral
"La atención es apenas mediano. No obstante, típico, ni más ni menos.",Neutral
La conferencia estaba moderado.,Neutral
"El restaurante es bastante ordinario, si bien algunos aspectos mejores que otros.",Neutral
"El televisor no pasó de mediano. En general, cumple su función.",Neutral
"El curso fue algo estándar, y en realidad es lo que hay.",Neutral
"El producto lo encontré masomenos. Por otra parte, no es para emocionarse ni para evitarlo.",Neutral
"La capacidad estaba ni fu ni fa. No obstante, es lo que hay.",Neutral
"El envío se mantuvo tolerable, considerando todo, como cualquier otro.",Neutral
El hotel es estándar.,Neutral
"El diseño es más bien del montón, pero no es para emocionarse ni para evitarlo.",Neutral
El curso es intermedio - sin sorpresas.,Neutral
La velocidad lo calificaría como del montón. cumple su función.,Neutral
La sesión es intermedio.,Neutral
El televisor lo encontré nada del otro mundo.,Neutral
"La potencia fue normal, si bien ni lo mejor ni lo peor.",Neutral
"La visita lo calificaría como más o menos. No obstante, como cualquier otro.",Neutral
"El televisor no pasó de moderado. En general, como cualquier otro.",Neutral
"El funcionamiento no pasó de ordinario; típico, ni más ni menos.",Neutral
"El establecimiento es bastante correcto. En general, sin sorpresas.",Neutral
"El electrodoméstico está ni frío ni calor. En general, ni más ni menos.",Neutral
La reparación resultó suficiente.,Neutral
El centro comercial me pareció ni frío ni calor.,Neutral
El hotel es más bien mediano. algunos aspectos mejores que otros.,Neutral
La capacidad resultó adecuado.,Neutral
"El dispositivo estaba funcional. En general, como la mayoría.",Neutral
"El mantenimiento es apenas más o menos. Por otra parte, como cabría esperar.",Neutral
"El local me pareció tolerable. Personalmente, lo que se esperaría normalmente.",Neutral
La tienda lo calificaría como aceptable - ni para tirar cohetes ni para quejarse.,Neutral
"El hotel fue algo suficiente. Personalmente, lo de siempre.",Neutral
El cine fue igual.,Neutral
El libro fue sin novedad.,Neutral
"El mantenimiento se mantuvo tolerable. Por otra parte, algunos aspectos mejores que otros.",Neutral
El curso me pareció ni bueno ni malo.,Neutral
"La estancia es bastante más o menos, aunque dentro de lo esperado.",Neutral
"El tamaño fue algo sin novedad. Personalmente, como cualquier otro.",Neutral
"El producto es apenas ni bueno ni malo. En general, lo mismo de siempre.",Neutral
La atención fue algo moderado.,Neutral
La cafetería es apenas moderado.,Neutral
"La velocidad resultó ordinario. En general, sin grandes virtudes ni defectos.",Neutral
La estancia es más bien mismo.,Neutral
"El trato es apenas ni para bien ni para mal, si bien no es nada del otro mundo.",Neutral
La estancia fue estándar.,Neutral
"El servicio lo calificaría como pasable. Sin embargo, no es para tanto.",Neutral
"La interfaz es apenas ni bien ni mal, y en realidad cumple su función.",Neutral
El electrodoméstico es apenas funcional.,Neutral
El local se puede considerar correcto.,Neutral
La cafetería no pasó de así así.,Neutral
"El mantenimiento fue algo tolerable. En general, tiene cosas buenas y malas.",Neutral
"El electrodoméstico me pareció del montón. No obstante, ni lo mejor ni lo peor.",Neutral
"El envío fue masomenos, pero no es para tanto.",Neutral
El viaje lo encontré funcional.,Neutral
La asistencia técnica fue intermedio.,Neutral
"El soporte lo encontré aceptable. Por otra parte, no es para emocionarse ni para evitarlo.",Neutral
"La duración lo calificaría como aceptable, considerando todo, típico, ni más ni menos.",Neutral
